날짜,키워드,언론사,제목,요약,네이버뉴스링크,셀렉
2025.08.05,삼성,동아일보,[부고]‘노태우 보좌역’ 강용식 前의원 별세,"1987년 대선 당시 민주정의당 노태우 후보의 보좌역이었던 강용식 전 국회의원(사진)이 2일 노환으로 별세했다. 향년 86세. 유족은 부인 한춘희 씨와 자녀 성욱 윤정 성준 씨 등이 있다. 빈소는 삼성서울병원, 발인 5일 오전 6시 30분. 02-3410-3151",https://n.news.naver.com/mnews/article/020/0003652369?sid=102,f
2025.08.05,삼성,동아일보,"삼성전자, AI시대 대응 조직 ‘이노X 랩’ 신설",삼성전자가 인공지능(AI) 시대 변화에 대응하고 미래 성장 동력을 확보하기 위해 핵심 전략 과제를 전담하는 조직인 ‘이노X 랩(InnoX Lab)’을 신설했다. 삼성전자는 임원이 아닌 실무자(부장급)를 ‘랩장’으로 선임할 방침이다. 4일 업계에 따르면 전자 디바이스경험(DX)부문은 이날 ‘이노X 랩’을...,https://n.news.naver.com/mnews/article/020/0003652374?sid=101,t
2025.08.05,삼성,동아일보,[부고]김경웅 별세 外,"삼성전자 과장 시모상=4일 충남 보령시 Sh수협장례식장, 발인 6일 오전 8시 041-932-4004 ◇박재순 씨 별세·정창운 전 ㈜지성 대표 창두 맨인씨앤에스 대표 창우 서울대 윤리교육과 교수 향숙 행자 주연 씨 모친상=4일 경남 남해병원, 발인 6일 오전 7시 30분 055-863-5444 ◇안효덕 씨 별세·김호영 전...",https://n.news.naver.com/mnews/article/020/0003652361?sid=102,f
2025.08.05,삼성,국민일보,‘고령자·여성·최소 절개’ 키워드 두드러진 폐암 수술,"삼성서울병원 폐이식외과 박성용, 임상역학연구센터 강단비 교수, 건강보험심사평가원 조수진 박사, 순천향대 보건행정경영학과 함명일 교수 연구팀은 2010~2023년 국민건강보험 청구 수술 12만4334건과 로봇 수술 1740건을 분석한 결과를 대한암학회지 최신호에 발표했다. 이에 따르면 2010년 4557건이던...",https://n.news.naver.com/mnews/article/005/0001793907?sid=103,f
2025.08.05,삼성,국민일보,"장기 투자에 제격, 비과세 혜택은 덤",보유 주식 1위 ‘삼성전자’ 세 유형 중에서 가장 큰 비중을 차지하는 건 중개형이다. 금융투자협회에 따르면 전체 ISA 계좌 가입자 631만6000명 중... 중개형 ISA 투자자들은 삼성전자(11.9%) 주식을 가장 많이 담았다. 2위도 전자우로 4.5% 비중을 차지했다. 3위는 배당률이 높다고 알려진...,https://n.news.naver.com/mnews/article/005/0001793906?sid=101,f
2025.08.05,삼성,국민일보,[한마당] 침묵하지 않는 ‘개미’,같은 해 삼성전자 주주총회를 앞두고는 저조한 주가에 화가 난 개미들이 “우리도 주주다”를 외치며 의결권 행사 운동을 벌여 국내 최대 기업을 긴장케 했다. 2020년 국회를 통과해 도입이 확정됐던 금융투자소득세는 기관보다 개인에게 불리해 ‘기울어진 운동장’이란 거센 반발 속에서 시행 유예를 거쳐...,https://n.news.naver.com/mnews/article/005/0001793888?sid=110,f
2025.08.05,삼성,조선일보,"‘코리아 밸류업 지수’, 올 들어 36% 올라","그러나 전문가들은 밸류업 지수가 삼성전자나 SK하이닉스 등 코스피 우량주를 대거 포함하고, 시가총액에 따라 편입 비율이 제한되는 방식을 채택해 전체 코스피와 비슷한 추이를 보일 수밖에 없다고 지적한다. 증권 업계 관계자는 “밸류업 지수는 지난 정부 때 기업 가치 제고 정책의 일환으로...",https://n.news.naver.com/mnews/article/023/0003921181?sid=101,f
2025.08.05,삼성,조선일보,[오늘의 경기] 2025년 8월 5일,프로야구 두산(최승용)-LG(손주영·잠실·SPOTV) KIA(네일)-롯데(감보아·부산·KBS2) KT(패트릭)-한화(문동주·대전·MBC스포츠+) 삼성(최원태)-SSG(문승원·인천·SPOTV2) 키움(정현우)-NC(목지훈·창원·KBSN·SBS스포츠·이상 18시30분) 당구 NH농협카드 챔피언십 PBA 128강(13시) LPBA 32강...,https://n.news.naver.com/mnews/article/023/0003921177?sid=102,f
2025.08.05,삼성,조선일보,애플도 폴더블폰 내놓는다… 국내 부품사들 함박웃음,"커지는 폴더블폰 시장 삼성전자가 6년 전 개척한 화면이 접히는 폴더블 스마트폰 시장에 훈풍이 불기 시작했다. 화면을 폈을 때는 태블릿의 장점을... 최근 나온 삼성전자의 폴더블 신제품이 단점으로 지적됐던 무게와 두께 문제를 해결해 인기를 끌고, 올 하반기엔 화면을 2번 접는 새로운 형태의...",https://n.news.naver.com/mnews/article/023/0003921176?sid=105,t
2025.08.05,삼성,조선일보,개포우성7차 수주전… 층간소음 줄이기 경쟁으로,대우건설 “바닥 30㎜ 두껍게” 삼성물산 “1등급 차단 기술 적용” 서울 알짜 재건축 단지로 꼽히는 강남구 개포우성7차 수주전에서 ‘층간 소음’이 변수로 떠오르고 있다. 최근 층간 소음으로 인한 이웃 간 갈등이 사회적 화두로 떠오르고 있다는 점에 착안해 수주전에 나선 물산과 대우건설이 층간...,https://n.news.naver.com/mnews/article/023/0003921170?sid=101,f
2025.08.05,삼성,조선일보,생크림 같은 국물... 서울 콩국수 맛집 ‘톱10′,2위는 강남구 삼성동의 맛자랑이 꼽혔다. 맛자랑의 콩국수 면은 다른 곳과 달리 어두운 색이다. 대부분의 콩국수집이 밀가루 소면이나 중면을 쓰지만 이곳은 냉면처럼 메밀면을 쓴다. 안병익 식신 대표는 “메밀의 찬 성질이 시원한 맛을 돋운다”며 “콩국물과 조화로운 식감이 인상적”이라고 말했다....,https://n.news.naver.com/mnews/article/023/0003921168?sid=103,f
2025.08.05,삼성,조선일보,"삼성전자, AI 전담 조직 ‘이노X 랩’ 신설",유연한 협업과 빠른 시행 전략 삼성전자가 인공지능(AI) 분야 신사업을 추진하는 전담 조직을 신설했다. 조직 간 경계를 허물어 인재를 선발하고 고난도 핵심 과제에 빠르게 대응한다는 전략이다. 4일 삼성전자는 사내 공지를 통해 DX(완제품) 부문에 새로운 조직 ‘이노X 랩(InnoX Lab)’을 신설한다고 밝혔다....,https://n.news.naver.com/mnews/article/023/0003921159?sid=105,t
2025.08.05,삼성,중앙일보,[부고] 김송자씨 外,"최정옥·임희선·이승희씨(삼성전자 과장) 시어머니상=4일 충남 Sh수협장례식장, 발인 6일, 041-932-4004 ▶조계기씨(전 ㈜쌍용양회 이사) 별세, 김시량씨 남편상, 조인호(전 대전지방법원 법원장)·성호(한양대 명예교수)·은경씨 부친상, 김술경씨(김술경이비인후과의원 원장) 장인상=4일 서울병원...",https://n.news.naver.com/mnews/article/025/0003459884?sid=102,f
2025.08.05,lg,동아일보,[사설]국가대표 AI 5강 선발… ‘보여주기 경쟁’에 그쳐선 안 된다,"4일 과학기술정보통신부는 ‘독자 AI 파운데이션 모델’을 만들기 위해 경쟁할 5개 정예팀(네이버클라우드, SK텔레콤, NC AI, LG AI연구원, 업스테이지)을 선정했다고 밝혔다. 각 팀이 개발한 AI 모델을 오디션 치르듯 6개월마다 평가를 거쳐 2027년까지 최종 2팀을 선정하겠다는 계획이다. ‘국가대표 AI’ 5개...",https://n.news.naver.com/mnews/article/020/0003652537?sid=110,f
2025.08.05,lg,경향신문,"‘차명 주식거래 의혹’ 이춘석, 민주당 탈당","이 주식 계좌에는 카카오페이 537주, 네이버 150주, LG CNS 420주 등 1억원이 넘는 주식이 들어 있었다. 주식 계좌 명의자인 이 의원 보좌관은 더팩트에 ‘주식... 이 의원이 지난 4일 거래한 네이버, LG CNS는 정부가 같은 날 발표한 ‘국가대표 인공지능(AI)’ 개발팀에 포함됐다. 이 의원은 현재 국정기획위원회...",https://n.news.naver.com/mnews/article/032/0003387690?sid=100,f
2025.08.05,lg,경향신문,"한 달 걸린 ‘이형 패널 엣지’ 설계, AI에 맡겨보니 8시간 만에 ‘뚝딱...",이에 LG디스플레이는 이형 설계를 위한 ‘엣지 설계 인공지능(AI) 알고리즘’을 자체 개발했다. AI는 패널 가장자리 부분에 필요한 패턴을 자동으로 설계해준다. 회사는 “오류는 현저히 줄고 소요 시간도 8시간으로 대폭 감소했다”고 설명했다. LG디스플레이는 5일 온라인 세미나를 열고 “개발·제조...,https://n.news.naver.com/mnews/article/032/0003387641?sid=101,t
2025.08.05,lg,경향신문,[사설] 여당 법사위원장의 ‘차명 주식거래’ 진상 밝히고 책임 물어야,"이 매체에 따르면 네이버와 LG CNS 주식거래 창이 떠 있고, 일부 주식을 분할 거래했다고 한다. 두 회사는 그날 정부가 발표한 ‘국가대표 인공지능(AI)’ 개발팀에 포함됐다. 이 의원은 이날 주식을 본 것에 대해 사과하면서도 차명거래는 부인했다. 계좌 명의자인 보좌관도 ‘이 의원이 실수로 내 휴대폰을 들고...",https://n.news.naver.com/mnews/article/032/0003387636?sid=110,f
2025.08.05,lg,한국일보,한 달 걸리던 디스플레이 패널 설계...AI는 여덟 시간 만에 뚝딱,LG디스플레이는 이 문제를 인공지능(AI)으로 해결했다. AI에 회사가 보유한 방대한 설계 전문지식을 공부시켜 테두리 곡면을 자동으로 설계해주는 '엣지... 중국의 맹추격으로 디스플레이업계가 고전을 면치 못하는데 LG디스플레이가 사업 전 영역에 AI를 적용해 생산성 혁신에 나섰다. AI 전환을 통해 3년 안에...,https://n.news.naver.com/mnews/article/469/0000880029?sid=101,t
2025.08.05,lg,국민일보,"AI 정책 맡은 이춘석, AI 관련주 억대 차명 거래 의혹","이 의원이 거래한 차씨 명의 주식 계좌에는 카카오페이 537주, 네이버 150주, LG씨엔에스 420주 등 1억원이 넘는 AI 관련주가 들어 있었다. 특히 네이버와 LG씨엔에스는 전날 정부가 발표한 ‘국가대표 AI’ 개발팀에 포함된 곳이다. 이 프로젝트에 선정된 기업들은 향후 정부 지원을 받아 ‘K-AI 모델’을 개발하게...",https://n.news.naver.com/mnews/article/005/0001794096?sid=100,f
2025.08.05,lg,한겨레,차명 주식거래 포착 이춘석 “보좌관 폰” 해명…정청래 “진상 조사”,"5일 온라인매체 ‘더팩트’가 보도한 사진을 보면, 이 의원이 본회의장 모니터 책상 아래에서 양손으로 휴대전화를 조작해 네이버, 카카오페이, LG씨엔에스 등의 주식을 거래하고 있다. 사진이 찍힌 것은 전날 본회의장이다. 문제는 사진에 담긴 휴대전화 화면 속 주식 계좌 명의가 이 의원이 아니라 보좌관...",https://n.news.naver.com/mnews/article/028/0002759732?sid=100,f
2025.08.05,lg,세계일보,이춘석 법사위원장 억대 차명 주식거래 의혹… 野 “즉각 형사고발”,"사진 속 이 의원은 약 1억원 상당의 네이버, LG씨엔에스, 카카오페이 주식을 거래하고 있었는데, 사용한 계좌는 이 의원이 아닌 차모씨 명의로 된 것이었다. 차씨는 이 의원 보좌관으로 근무 중인 인물로 알려졌다. 정작 이 의원은 주식거래를 하지 않는다고 재산신고를 했다. 지난 3월 공직자윤리시스템에 등재된...",https://n.news.naver.com/mnews/article/022/0004057518?sid=100,f
2025.08.05,lg,한국일보,"'주식 차명거래 의혹' 이춘석 탈당... 민주, 도덕성 치명타 우려에 서둘...","반면 이 위원장이 열어본 차씨의 주식 계좌 투자액은 네이버 150주, LG CNS 420주 등 1억 원을 넘는다. 이 위원장이 실제 차명 주식거래를 했다면 금융실명법... 곽규택 수석대변인은 ""이 위원장이 거래한 종목(네이버, LG CNS)이 그날 오후 정부가 발표한 인공지능(AI) 국가대표에 선정되기까지 했다""며 ""이재명 대통령의...",https://n.news.naver.com/mnews/article/469/0000879952?sid=100,f
2025.08.05,lg,세계일보,"LG화학, 폐식용유로 ‘바이오 오일’ 만든다",충남 서산 국내 첫 HVO공장 착공 2027년까지 연산 30만t 규모 건설 伊에너지 기업 에니와 합작 생산 LG화학의 자회사 엘지에니바이오리파이닝은 충남... 국내 최초 수소화 식물성 오일(HVO) 공장 건설현장 모습.LG화학 제공 화학은 바이오 납사 투입을 통해 △가전·자동차용 고부가합성수지(ABS)...,https://n.news.naver.com/mnews/article/022/0004057298?sid=101,t
2025.08.05,lg,세계일보,K-AI 모델 만들 ‘데스매치’… 6개월마다 1팀씩 떨어뜨려,"과학기술정보통신부는 ‘독자 AI 파운데이션 모델’ 프로젝트를 이끌 정예팀을 네이버클라우드, 업스테이지, SK텔레콤, NC AI, LG AI연구원 컨소시엄... LG AI연구원 컨소시엄에는 LG유플러스, LG CNS, 슈퍼브AI, 퓨리오사AI, 프렌들리AI, 이스트소프트, 이스트에이드, 한글과컴퓨터, 뤼튼테크놀로지스가...",https://n.news.naver.com/mnews/article/022/0004057304?sid=101,t
2025.08.05,lg,서울신문,40㎝ 거리서 100인치 화면 투사… ‘LG 시네빔 쇼츠’ 출시,LG전자가 좁은 공간에서도 초대형 화면을 즐길 수 있는 초소형 4K 프로젝터 ‘LG 시네빔 쇼츠’를 출시한다고 4일 밝혔다. LG 시네빔 쇼츠는 벽에서 약 40㎝ 거리만 확보하면 100인치 대화면을 투사할 수 있는 ‘초단초점’ 기술이 핵심이다. 8.1㎝ 거리로는 40인치 화면도 구현 가능하다. 신제품은 가로 11...,https://n.news.naver.com/mnews/article/081/0003563434?sid=101,f
